,qid,query,generation_gt,retrieval_gt
74,a1c6ea9c-083c-4426-815c-61862aaf6f65,상부 호흡기계질병의 주요 원인은 무엇인가요?,['상부 호흡기계질병의 주요 원인은 고양이 허피스 바이러스-1입니다.'],[['01946f15-4437-4f79-8d6f-a34f072dab67']]
75,dd4e19a1-b031-4cb3-95cf-ea39e2775a7a,Which rare tumor in pets is tied to asbestos and where does it usually form?,"['The rare tumor tied to asbestos in pets is called 중피세포종 (Mesothelioma). It usually forms in the pleura of the thoracic cavity, pericardial sac, abdominal cavity, and tunica vaginalis in dogs, and in the thoracic cavity, pericardial sac, and abdominal cavity in cats.']",[['79539d8d-26a8-49af-8e95-4e1e5edeb5db']]
76,10ccc366-0779-4748-b4c5-e69421069c6b,What causes otitis externa and media in pets?,"['Otitis externa and media in pets can be caused by various factors including parasites such as ear mites, Demodex, and Notoedres; allergic reactions like atopy and food allergies; foreign bodies such as plant material; obstruction from tumors or excessive earwax; abnormal keratinization and excessive sebum production; and autoimmune diseases. Secondary bacterial infections are also common in cases of otitis externa.']",[['3a694398-d7c9-4ddc-9ed3-7f60f40daa8d']]
77,27078ed4-0b18-466e-aede-9597834eace5,What ocular traits in Dobies cause blindness and how are they inherited?,"['In Doberman pinchers, the ocular traits that cause blindness include small eyes, narrow pupils, absence of the lens (aphakia), lack of anterior chamber, retinal detachment, and hypoplasia. These traits are inherited in an autosomal recessive manner.']",[['323ccf39-d797-418e-a3a1-ace9417b721b']]
78,cf72df5a-9bb4-4f6f-ae05-d8d5dfbfe729,What symptoms come from tissue masses in Dobies with Von Willebrand's?,['nan'],[['508a7b3a-8284-4add-935b-6816a4b799e7']]
79,014f404d-5f18-4a2a-9984-f76b7dac7cea,무기력함과 신경절단 질환의 회복기간은 어떤 관계인가요?,"['무기력함은 신경절단 질환의 증상 중 하나로 나타날 수 있으나, 회복기간은 1~5개월이 걸린다고 명시되어 있다. 따라서 무기력함과 회복기간은 직접적인 관계가 없으며, 무기력함이 회복기간에 영향을 미친다는 정보는 제공되지 않는다.']",[['3354e407-b199-4c93-9a8e-66c62d0fdc5e']]
80,02f1f91d-f72a-4758-ba64-c1b12437cbcc,What might lead to hind leg swelling in dogs post-pelvic injury?,"['Hind leg swelling in dogs post-pelvic injury may be related to reflex sympathetic dystrophy, which can occur following pelvic trauma.']",[['5e42c92a-65bf-45b9-8fd0-cb204c952440']]
81,8885f8a0-5589-477e-aa34-d5ba17260b03,What's the genetic link in night blindness for horses and dogs?,['nan'],[['68fe4b41-5377-4827-91c6-809b63d1ed8c']]
82,53e6f008-df74-4eb1-9939-6f8393eefbea,What links congenital deafness in pets to PDA?,['nan'],[['22d9545e-0a03-4cc7-9a43-dde29a14f060']]
83,971e6e26-4ddb-4d2f-a99a-ed4639346fb6,What health issues do pets face from vaccine and antibiotic allergies?,['nan'],"[['0d26926d-6485-4458-9a62-d1b77e31ed8a', '0d26926d-6485-4458-9a62-d1b77e31ed8a']]"
84,6b02549d-3218-4ad1-8fd5-6270810bc235,How does poor circulation lead to frostbite in hairless dog areas?,"['Poor circulation can lead to frostbite in hairless areas of dogs, such as the ears, tail tips, and scrotum, as these regions are more susceptible to cold temperatures. Initially, the affected areas may appear pale and feel cold to the touch, which indicates compromised blood flow and increased risk of frostbite.']",[['99d959b4-c04b-4ba3-a4af-14ec299e3843']]
85,638c3a2d-352c-43e8-99e1-2ad5cd71c9b3,What ECG signs suggest atrial standstill or AV dissociation in pets?,['nan'],[['3d4336e4-f309-4af3-9cf2-a0486a9ac928']]
86,a21c403a-7c18-4b77-a4ab-9d73f3645b94,What effects do anticoagulants and antihistamines have on pets?,"['Anticoagulants cause bleeding in animals, particularly in dogs and cats that have ingested rodenticides, leading to systemic hemorrhage. Symptoms appear after a 12-24 hour incubation period, and vitamin K1 can stop the bleeding after a delay. Antihistamines, on the other hand, are commonly used in humans for colds and allergies, and can lead to toxicity in dogs and cats when they are exposed.']",[['d42955e8-ae2b-4362-802a-7f6e1c7cc35f']]
87,28780bbc-6a96-42b2-ad7b-6d9660996ebe,What are the recovery signs after collapse in active Labs?,"['After experiencing exercise-induced collapse, active Labrador Retrievers show recovery signs after a rest period of 10 to 20 minutes, during which they return to normal.']",[['24b7c09a-6c03-49e0-87b9-a6e7f7c7d148']]
88,c4e1c87a-798b-4e4a-bf37-2f7746a83336,What do high muscle enzymes indicate for sudden autoimmune issues in dogs?,"['High muscle enzymes in dogs typically indicate an increase in muscle damage or inflammation, which can be associated with autoimmune issues such as idiopathic polymyositis. This condition is characterized by muscle fiber necrosis and can be diagnosed through a biopsy, where elevated muscle enzymes are commonly observed.']",[['29a938bb-231f-4fc4-b420-ec71e573f8a8']]
89,9f049936-c61d-4be0-add5-2384056af812,How is heat detection failure in dogs related to breeding?,"['Heat detection failure in dogs is a major cause of breeding failure in animals that are hand-mated or artificially bred. Despite clear signs of heat, the failure to detect it can lead to unsuccessful breeding attempts.']",[['a138a419-3f58-4351-97e0-a9d82d855828']]
90,cea92942-479b-4a44-a10a-b4fa2d799e52,What congenital issues in dogs link to tricuspid valvular insufficiency vs. cats?,['nan'],[['8ef3d52c-ae82-482d-be65-ac4582f5ccf5']]
91,81fdd82f-d4d4-4bfe-a061-03b3e2f3263d,Which bone areas are impacted in multifocal osteopathy in Scotties?,"['The impacted bone areas in multifocal osteopathy in Scotties include the skull, cervical spine, proximal radius, ulna, and femur.']",[['c004a198-7aae-4fe4-85f8-8008117e0ed1']]
92,0778e190-673a-4624-b66a-2c209c1a264b,구리축적과 간질환 진단의 주요 지표는?,"['구리축적과 간질환 진단의 주요 지표는 간의 구리수치, 혈청 alkaline phosphatase, alanine aminotransferase, bilirubin 수치가 높게 나타나는 것이다. 또한 저알부민혈증, 빈혈, prothrombin time과 partial thromboplastin time이 길어지는 것도 일반적인 현상이다.']",[['4ce0030e-0e8b-4f1d-aac0-8917329c3212']]
93,286d5401-a358-4e85-bbdd-326b3e73cca8,How common are urethral injuries in pets vs. other traffic-related trauma?,['nan'],"[['01c6bbd6-d2db-4803-a84e-e5f8d47a776b', '01c6bbd6-d2db-4803-a84e-e5f8d47a776b']]"
94,0974ab8c-ed93-4ae5-9f16-3467df18c1cd,후비공 폐쇄로 인한 호흡곤란의 원인은?,"['후비공 폐쇄로 인한 호흡곤란의 원인은 비 통로와 비인두 사이의 폐쇄성 조직으로 특징지어지며, 이로 인해 공기가 외비공에서 하부 호흡기관으로 통과하지 못할 수 있기 때문이다.']",[['9539ea16-171d-40af-abe9-4af268d91c38']]
95,51ad254f-0ece-484d-96cf-f47d1aeea07c,What symptoms connect intestinal pseudo-obstruction and GI issues in dogs?,['nan'],"[['354569a2-c0b6-4a35-ac0f-a79b480d5fc1', 'e49a4fae-6374-4543-8739-0c42904146e9']]"
96,d3c58e3b-e867-4681-bb12-444c278efd5d,Which rare pet condition ties surgical issues to urinary problems?,"['The rare pet condition that ties surgical issues to urinary problems is 질요관 누공 (Vaginoureteral fistula) in dogs and cats, which can occur as a complication of surgery.']","[['58cadbea-adda-43c7-9e05-247be1bbc632', 'a04ece28-2170-4a5a-a40d-2613d32f764e']]"
97,49f10aff-3a36-4b2b-868c-a592c652fc7d,Which age group shows typical 범골염 symptoms and which bones are mainly affected?,"['Typical 범골염 symptoms show in dogs aged 5 to 12 months, and the bones mainly affected are the 상완골 (humerus), 척골 (ulna), and 대퇴골 근위부 (proximal femur).']",[['424e5580-9365-4ea2-b8ae-e6c5f23f247d']]
98,a7707a18-f931-44c3-87e7-a04f00f5c834,What AI methods might lower fertility in dogs and cats?,['nan'],"[['38091722-5b4f-4c63-9124-4b017cbc28ed', '38091722-5b4f-4c63-9124-4b017cbc28ed']]"
99,059cb67c-3cba-462d-818f-bb8922cc4c57,What symptoms connect gum-chewer syndrome and sensory neuropathy in dogs?,['nan'],[['f85b33ce-44f8-49d5-979b-993e5fe9759e']]
100,7dcab648-ea92-42cb-97e4-0dea6fe494a7,What are the signs of left vs. right heart failure in animals with CHF?,"['In animals with congestive heart failure (CHF), signs of left heart failure include pulmonary congestion and pulmonary edema, while signs of right heart failure include venous congestion and edema, which may manifest as ascites or pleural effusion.']",[['e119d792-aa3b-4724-b4c2-44fbf8d8d0dc']]
101,a0122a76-8c94-4819-ae03-3f233efbc00b,연하고 칙칙한 털의 원인 질병은?,['연하고 칙칙한 털의 원인 질병은 소포 지질증(Follicular lipidosis in rottweilers)입니다.'],"[['d8055e8d-0c68-41b2-a117-c8faabbfa6e5', 'd8055e8d-0c68-41b2-a117-c8faabbfa6e5']]"
102,f239b2ca-b42c-4659-9e3e-3840558a439a,Which cottonseed toxin causes heart failure in dogs?,['The cottonseed toxin that causes heart failure in dogs is gossypol.'],[['fcfb9772-8c5a-4ffc-a062-e2b414c15613']]
103,0f4e2fc6-2fd8-47fc-8638-1f5bfa8858ae,A-V 분리와 관련된 전도 소실의 심전도 특징은?,"['A-V 분리와 관련된 전도 소실의 심전도 특징은 완전한 A-V의 분리가 특징이며, 결절을 통한 전도의 완전한 소실로 나타난다.']",[['61a00f10-479a-4c5a-a3fd-aa3994abe777']]
104,9f7a9656-8ebd-4215-a166-55c1b78051a5,Which skin issue in Shar Peis causes thick skin and limb swelling?,['The skin issue in Shar Peis that causes thick skin and limb swelling is idiopathic mucinosis.'],[['95b75d86-8065-4ac2-bcbe-cfb2c7af5db5']]
105,82b0dfd5-2e63-44f6-b4fd-fedc6554fc9f,What skin issues do Westies face and how do they change?,"['West Highland white terriers (Westies) face skin issues that begin with redness and itching, particularly on the feet and legs. Over time, these issues can progress to severe skin disease.']",[['ef8b5f6d-55fd-4636-9730-b4456804bb8a']]
106,d72d8911-a586-443a-bf26-84c498263d38,What dx methods show pneumoperitoneum in pets?,"['The diagnosis of pneumoperitoneum in pets can be made by detecting gas within the abdominal cavity through various methods, including digital examination and radiographic imaging.']",[['2d10e919-c4a1-427b-9594-3e12917eab74']]
107,63af6087-c96b-4ab4-86da-dbe617171fbc,What are the signs of compartment syndrome in pets post-trauma?,"['Signs of compartment syndrome in pets post-trauma include soreness, limping, swelling or masses in the muscles, and stiffness. Additionally, there may be a decrease in sensation and pulse.']",[['647b8850-6782-4b60-a872-06a8da465390']]
108,06d0bdf3-5a0d-4515-a0ce-df8115b9ad4c,What connects laryngeal paralysis causes in cats & dogs?,['nan'],[['deaf0075-48f5-447b-bf29-916614ba88be']]
109,1b667646-3df3-48d1-9064-9426dde40791,What causes ataxia and paralysis in young GSDs?,['nan'],[['819e5a17-58da-427f-a5d2-9a01554fd462']]
110,65051c06-6d82-4e33-969f-fc80941ab2ee,What causes housesoiling in cats?,"['Housesoiling in cats can be caused by various pathological factors including diabetes, urolithiasis, hyperthyroidism, leukemia, immunodeficiency, lower urinary tract diseases including feline infectious peritonitis, interstitial cystitis, the migration of Cuterebra within the cranial cavity, autonomic dysfunction, and seizures. Additionally, iatrogenic factors such as the administration of fluids, corticosteroids, and diuretics, as well as environmental factors like dirty litter boxes, the distance of the litter box from the cat, and inappropriate litter box conditions can also contribute to housesoiling.']",[['b9941e80-7b97-47c5-9587-6e6463e39e1a']]
111,9c3070cd-aa75-4998-8839-42fe310b2d9d,"What kind of trauma-related hernia do pets get, and how's it diagnosed?","['Pets can get inguinal hernias due to trauma that tears the groin area, allowing internal organs to move into the thigh region. These hernias can be diagnosed through palpation and ultrasound.']",[['4b18ae3f-ddcf-405a-89f6-5f896121d0e2']]
112,5e60f51e-5b06-4e2b-8f1a-3faf102ae6d9,What health issues might young gray collies face with periodic neutropenia and related symptoms?,"['Young gray collies with periodic neutropenia may face severe health issues including a lethal genetic syndrome associated with significant deformities, abnormal pigmentation of their silvery-gray fur, episodes of neutropenia occurring every 11-12 days, and susceptibility to infections from fungi and bacteria. They often do not survive long after birth, and if they do, they may live only up to three months.']","[['13b397a5-d132-4229-9f10-6d2e0a692455', '13b397a5-d132-4229-9f10-6d2e0a692455']]"
113,c73e6511-03f3-44e3-a210-59c38c2c8695,What traits set apart urethrorectal fistulae in dogs vs. cats?,['nan'],[['a04ece28-2170-4a5a-a40d-2613d32f764e']]
114,74d0c9ba-e810-4fc5-b2d7-779f7d132e56,개 호흡곤란 관련 질병과 진단법은?,"['개에서 호흡곤란과 관련된 질병으로는 폐단백증, 일과성 기도 폐쇄에 의한 폐부종, 폐혈전증과 폐혈전색전증, 폐기능부전이 있다. 진단법으로는 폐부종의 경우 임상적 증상과 방사선 변화를 포함한 진단이 사용되며, 폐혈전증의 경우 방사선, 폐 신티그램 촬영, 폐 혈관조영법을 통해 진단한다. 폐기능부전은 실험, 청진, 부검을 통해 진단된다.']","[['ccc61372-ff03-47e2-b431-8b95b1464fdc', 'ccc61372-ff03-47e2-b431-8b95b1464fdc']]"
115,9e8b2008-bf51-4104-8c67-62bac9ad8edb,What symptoms connect eosinophilic cellulitis in dogs to its causes?,"['The symptoms of eosinophilic cellulitis in dogs include various degrees of pain and itching, characterized by erythema and swelling, as well as the development of firm plaques on the ventral surfaces of the chest and abdomen. These symptoms are thought to be related to an allergic reaction, although the exact cause is unknown.']","[['5b3d860f-528e-4ea0-a1b2-471baed99e4b', 'b58c5036-90e5-4229-b403-feb6745eb001']]"
116,c77f40cd-29d7-4a67-8c71-21a4a0d73597,Which parasite is tied to chronic diarrhea in Pixie-Bobs?,['The parasite tied to chronic diarrhea in Pixie-Bobs is Pentatrichomonas hominis.'],[['951df125-caa7-4457-9789-c2f519da14d9']]
117,ac585cac-ce01-42f1-9ca7-a4446768409b,What are the signs of fibular and peroneal nerve problems in pets?,['nan'],[['693f08ef-7902-4c40-ac10-8d015f6b20e5']]
118,75aafcde-ecef-43ab-ad5d-e8b057a62b7b,What symptoms connect feline spongiform encephalopathy to brain diseases?,"['Feline spongiform encephalopathy is connected to brain diseases through symptoms that are similar to those seen in both sheep scrapie and bovine spongiform encephalopathy. The symptoms include the formation of vacuoles in the neural networks at all levels of the nervous system and vacuoles in the neuronal cell bodies, indicating both cerebral and cerebellar disease.']",[['62ecba50-41bb-4bab-bf11-92ef24472b2a']]
119,e2b2ac56-1fb0-47da-8671-d2ecd5bf7a26,What symptoms connect Shar Pei arthritis to anti-inflammatory response?,"['The context mentions that Shar pei fever, which is related to Shar Pei arthritis, tends to respond to anti-inflammatory medications. This suggests a connection between the symptoms of Shar Pei arthritis and the anti-inflammatory response.']","[['6c042cd6-c2e8-41ca-825d-0aae42fd126a', '6c042cd6-c2e8-41ca-825d-0aae42fd126a']]"
120,8174c2b6-dd4e-4074-9bb4-12657b5078aa,What factors reduce airflow in COPD for pets?,"['Chronic obstructive pulmonary disease (COPD) in pets is characterized by a physiological reduction in airflow caused by a combination of at least two factors, which include emphysema, chronic bronchitis, asthma, and bronchiectasis.']",[['58709b38-cc1b-43e7-89ef-cea73533f0a2']]
121,0b64206a-fc11-4e3f-a5bd-1a59152b5aba,"What are the symptoms in dogs after Monensin ingestion, and how's it diagnosed?","['Symptoms in dogs after Monensin ingestion develop within 6 hours to 2 weeks, and the diagnosis is made through analysis of the diet.']",[['7dcbb16a-095b-4001-a840-002ed983d97b']]
122,b056af52-cda3-4954-a757-16f55e96f1c8,What features connect 피부모발낭종 histology to its presence in dogs?,"['The histological features connecting 피부모발낭종 to its presence in dogs include the differentiation of hair within the cystic cavity and the presence of primarily amorphous and thin plates of keratin, characterized by the absence of scattered granules.']",[['91c4175e-e1fa-49b4-bbe5-138d9896d820']]
123,0b9a6ca9-b256-45d8-b9f9-fdf23655b8f2,소뇌 질환 진단에서 징후와 뇌척수액의 역할은?,"['소뇌 질환 진단에서 징후와 뇌척수액은 중요한 역할을 하며, 징후는 질환의 증상을 나타내고, 뇌척수액은 진단을 위한 중요한 요소로 작용한다.']",[['d7cef44a-269e-41d3-a977-07e969b57194']]
124,f5ff5e08-2bfb-4e56-bd36-ab85268cfe70,What symptom connects dog nasal discharge to dental problems?,"['The symptom that connects dog nasal discharge to dental problems is that the nasal discharge is usually associated with dental disease, particularly related to the first large molars in dogs.']",[['3f56dd81-0fb9-4b24-adfe-3c0f6033a5e3']]
125,22acf8bd-68e5-47b6-bc26-4d59d56bfc7c,What symptoms connect feline urinary incontinence and cellulitis?,['nan'],[['01946f15-4437-4f79-8d6f-a34f072dab67']]
126,af303e3a-4e11-409d-b638-7a6daa7b7322,What symptoms connect canine adenovirus to constipation and eye problems?,['nan'],[['e9a64a12-b925-42b8-8664-e7681e8430f5']]
127,f67d365e-4fdf-4ae6-a7bb-64673424af15,Which method connects symptoms and culture for dog mycotic keratitis?,['The method that connects symptoms and culture for dog mycotic keratitis is through clinical symptoms and diagnosis via culture.'],[['a96ab0d0-97cf-4aa1-8810-015138aad976']]
128,48f9f720-f5b7-408a-bc99-3c51a02d262c,What's the genetic link for ocular traits in Dobermans?,['The context mentions that congenital ocular anomalies in Doberman pinchers are inherited in an autosomal recessive manner.'],[['323ccf39-d797-418e-a3a1-ace9417b721b']]
129,7bd9cb88-8edc-4778-876c-ff5f539ccdd1,What lesions/locations relate to 호산구성 플라크 in cats?,"['호산구성 플라크는 성숙고양이의 넓적다리 정중 안쪽이나 복부 부위에 가장 흔하게 나타나며, 과도한 채찍질에 의해 체내 다른 부위에서도 나타날 수 있다. 병변은 강한 소양감을 나타내며, 구강 모든 부위에 분포할 수 있다.']",[['05fea539-3d34-4754-b455-64f6cf94b9c8']]
130,5d91899c-3516-4f5a-a408-d4a66e7071a1,What factors cause chronic cough in dogs with bronchitis?,"['Chronic cough in dogs with bronchitis is caused by several factors, including recurrent airway infections suspected to be due to inhalation of irritants, persistent irritation of the bronchi leading to chronic cough, and changes in the bronchial mucosa and structure. Other contributing factors include recurrent bacterial infections, long-term inhalation of irritants, obesity, and diseases of the teeth and pharynx that can lead to bacterial infections in the airways.']",[['3cd7ac7a-d203-4bcf-baee-b50cea52351e']]
131,9a74729d-acfd-4433-a411-0cad9f75e021,어떤 안구 질환이 고양이 속발성 녹내장 원인?,['고양이의 속발성 녹내장은 포도막염이나 눈의 신생물과 같은 다른 눈 질환에서 발생할 수 있습니다.'],[['eb30dbcb-c3e1-458d-a952-3e170a383b4f']]
132,324d39e1-1e8c-4422-b2a8-5326dd0c23a4,What eye and bone issues are tied to retinal dysplasia in certain dog breeds?,"['The eye and bone issues tied to retinal dysplasia in certain dog breeds, specifically Labradors, Samoyeds, and German Shepherds, include retinal dysplasia characterized by cataracts and retinal detachment, as well as skeletal abnormalities such as delayed growth of the radius, ulna, and tibia; non-fusion and hypoplastic elbow and hook processes; pelvic dysplasia; and delayed development of the epiphysis.']",[['8d5b096e-2fb6-45a6-9c96-ee69d8435fad']]
133,811b9271-c353-44ff-82ed-3716ea28cce9,What genetic pattern relates to hyperchylomicronemia in cats?,['Hyperchylomicronemia in cats is inherited in an autosomal dominant pattern.'],[['542f17cb-b724-44a1-8ec1-9519a4b4c8a5']]
134,f5b856aa-d7a4-4d11-baaf-d3acd3fd376b,Which breed has bilateral renal cystadenocarcinoma and what genetic pattern is indicated?,"['Bilateral renal cystadenocarcinoma and nodular dermatofibrosis occur in German Shepherd dogs, and the symptoms appear to be inherited in an autosomal dominant pattern.']",[['e97bbc95-786e-45ab-beb2-e82a7e70f266']]
135,6b9bf52f-e198-4714-865c-879f7fa03348,What genetic links exist between Manx cat vertebral disease and tail/sacral deformities?,['Manx 고양이에서 골수 이형성을 동반한 꼬리와 천골쪽 척주의 변형은 유전될 수 있다.'],[['316eb51c-6dd8-4a38-ba3b-743078d91960']]
136,f49905bc-3602-46ed-8bb3-76db71368082,What causes acquired esophageal stricture with systemic diseases?,['nan'],[['16c5b700-f0d1-419c-a158-caa3cda31a92']]
137,1291efe9-15da-4c42-a306-70a6ce17cd43,What causes muscle spasms in familial reflex myoclonus in Labs?,['nan'],[['7b804444-549a-4326-8b30-09b5c9048fde']]
138,bf2382c1-de9c-48a3-899d-68a64fd1abae,What diseases in pets are tied to certain bacteria or toxins?,"['The diseases in pets that are tied to certain bacteria include 안염 (Ophthalmia neonatorum) caused by Staphylococcus spp. and Streptococcus spp., and 신우신염 (Pyelonephritis) caused by bacterial infections. Additionally, 간세포 암종 (Hepatocellular carcinoma) may be linked to toxic substances such as aflatoxin and dimethylnitrosamine.']",[['6f80eb4c-6c60-4be8-a98a-d2ae9cd38d5c']]
139,d9294e9d-497a-4f9d-8abc-64d2ae61edf0,담관폐쇄 시 효소 증가와 원인 관계는?,"['담관폐쇄 시 효소(AP, AST, ALT, gamma GT)와 총 빌리루빈(primarily direct type)량이 증가하는 것으로 나타나며, 이는 담관폐쇄와 관련된 생리학적 반응으로 해석될 수 있다.']",[['b17eaee9-5399-48a2-93ee-32882d9dc5d9']]
140,481798f7-210f-42a9-b036-1a29aca787c4,래브라도 리트리버의 근육퇴행위축 발병 기간과 증상은?,"['근육퇴행위축은 6주령에서 7년령에 발병하며, 짧은 보행이 관찰되고 강직되어 보이나 근육긴장은 증가되지 않으며, 관절 촉진시 통증은 없고 척추 반사는 정상이다. 또한, 근위부 사지근육에 진행성 근위축이 나타나고, 찬 기후나 흥분시 임상증상이 더 악화된다.']",[['647b8850-6782-4b60-a872-06a8da465390']]
141,a2361456-b0e5-4b22-9fd4-7be58ba3405b,Which diagnostic method connects liver biopsy results to liver disease signs in pets?,"['The diagnostic method that connects liver biopsy results to liver disease signs in pets is liver biopsy itself, as it is used to diagnose conditions such as hepatic fibrosis, cirrhosis, and hepatic necrosis.']",[['7f5a0082-7b07-48be-a482-138eb383bbba']]
142,02cce38b-d6af-48ab-bc8b-2438534c46a9,What tumors come from nasal sinuses in pets?,"['The tumors that come from nasal sinuses in pets are known as squamous cell carcinoma of the nasal and paranasal sinuses. These are progressive, locally invasive malignant tumors derived from keratinizing and non-keratinizing epithelial cells.']",[['1f87b941-f3e6-4d05-a621-6ec48c95eaa7']]
143,261067ad-4d17-4b6f-b942-bfb556666aaf,What CNS-affecting mushrooms and their symptoms?,"['The context mentions that certain mushrooms affect the central nervous system (CNS) and can cause symptoms such as delirium and hallucinations. Specifically, it refers to Group V toxins, which include ibotenic acid-muscimol found in Amanita spp, and Group VI toxins, which are hallucinogens found in Psilocybe spp and Panceobus spp.']","[['c8d4ff91-b7d6-40bf-bf1e-ca97512a73ce', 'c8d4ff91-b7d6-40bf-bf1e-ca97512a73ce']]"
144,95c60561-97a5-4a6a-bb34-e23b7e379de8,What causes gray coats and growth issues in Collie pups?,['Gray coats and growth issues in Collie pups are caused by a genetic disease known as cyclic hematopoiesis.'],[['46b9d4f9-38af-4e09-b1db-a7dff888cdb4']]
145,b3215a46-790c-4c76-8e14-0e455b2d1f73,What health risks do Cotoneaster and Coxiella pose for pets?,"['Cotoneaster can cause poisoning in dogs and cats, although it is generally considered to have low toxicity. Coxiella burnetii is associated with clinical disease in cats, leading to symptoms such as loss of appetite, lethargy, and fever, and can cause complications like miscarriage and neonatal death.']",[['3a91f259-ff86-4d10-bd5a-4d980165d7b5']]
146,0ef8672d-239d-48bd-a89d-5c44df58eccb,Which parts of Daffodils are toxic to pets?,['nan'],[['23cf91e9-89cd-4432-863e-d7bf75192bcb']]
147,ae6350b9-ead8-473d-bca2-ddaee14ed6b8,What signs of facial muscle issues in young boxers link to abnormal limb movement?,"['The signs of facial muscle issues in young boxers include one-sided facial muscle abnormalities, twisted and contorted expressions, and movements of the front legs that appear relaxed for a few seconds. Additionally, there are rapid repetitive movements accompanied by sounds, and the presence of abnormal lateral muscles in the neck area, which can lead to excessive flexion of the front or hind legs.']",[['abeabd3e-500f-43ea-afed-cbd61b37b16b']]
148,2dbb244e-12c7-43d0-98d9-1eb4b20c66bc,자궁 결석증과 관련된 질병은?,['nan'],[['20d2109f-f775-4e4c-b9e0-e12ceb380e8c']]
149,8704d970-15b1-492a-a6df-dd2fe5a451d7,What causes middle ear inflammation?,['nan'],[['37a46566-09e1-4883-a4a9-480c0ec16c3f']]
150,d8e43388-db66-415f-b184-2591dc307a0b,How do gut bacteria changes and muscle tissue abnormalities relate to duodenal ulcers?,['nan'],"[['ba7189f9-f1e3-42c5-b27c-a32cc51857df', '1b2cbf93-b5c3-41d1-bcd8-304450ce350d']]"
151,710df366-50d7-444b-bd11-1721be7dba65,What are the effects of chlorinated hydrocarbons and dichloromethane on the CNS and health of pets?,"['Chlorinated hydrocarbons, such as aldrin, dieldrin, heptachlor, endrin, endosulfan, toxaphene, methoxychlor, lindane, and mirex, can cause CNS diseases and death in pets. Dichloromethane (methyl chloride), when ingested by dogs, can also be toxic.']","[['1c1c956e-2beb-4792-bdd1-e39205e9a11b', '9ad30a91-f020-4dcb-9c49-9f36287c43dd']]"
152,2bae6013-891d-43f8-a7b9-7de613a0fd72,"What sets the cutaneous hybrid cyst apart in dogs, especially regarding its epithelial and follicular traits, compared to other canine skin conditions?","['The cutaneous hybrid cyst in dogs is characterized by having epithelial differentiation in the upper part and follicular differentiation in the lower part, which sets it apart from other canine skin conditions.']",[['3b3c2320-3d7f-47cd-a88b-f232bcc843a3']]
153,2de0e6c0-b382-4ffc-b1af-cba364fa1a7f,"What sets apart the recurrent acute arthritis in Shar Peis, especially regarding inflammation and systemic effects?",['nan'],"[['6c042cd6-c2e8-41ca-825d-0aae42fd126a', '6c042cd6-c2e8-41ca-825d-0aae42fd126a']]"
154,f0a48ac5-f7c2-4b96-b697-bd7f02524e0f,What are the signs of Dalmatian bronzing syndrome in dogs?,"['Dalmatian bronzing syndrome in dogs is characterized by pruritic dermatitis, skin discoloration, and a tendency to develop secondary folliculitis and pyoderma. Diagnosis is based on breed and symptoms, with urine analysis showing uric acid or urate crystals and hyperuricemia.']",[['23cf91e9-89cd-4432-863e-d7bf75192bcb']]
155,bc0c8a73-f511-444f-aaff-c0d9ca2a94e1,"What issues can urine pooling cause in dogs, especially regarding UT trauma and infections?","['Urine pooling can lead to secondary infertility in dogs due to the abnormal shape of the vagina, and it may also result in secondary conditions such as vaginitis or endometritis.']",[['459ff97f-c973-4e5b-b19f-0f3fdd0419cb']]
156,269a8be9-51cd-412a-a31a-962d7032106e,"What causes pilocarpine toxicity in pets, and how to tell it apart from fungal infections like penicilliosis?",['nan'],"[['2d3280f4-f03b-423a-9416-f415323fc9f3', '951df125-caa7-4457-9789-c2f519da14d9']]"
157,fc488562-0b9c-4f58-8356-b424cb89031b,"What neoplastic conditions affect ureters in dogs and cats, and how do they relate to anatomical/physiological anomalies?",['nan'],"[['1b149ade-b427-474f-bf87-18eab30609e6', 'a04ece28-2170-4a5a-a40d-2613d32f764e']]"
158,e98fb3e5-c45b-4c81-9564-7454e9a7a512,"What traits and signs are linked to tremors in Springer Spaniel pups, especially regarding neurological issues during various activities?","['In Springer Spaniel puppies, tremors are linked to congenital issues that typically appear between 10 to 12 days of age. The tremors can increase during excitement and disappear during rest or sleep. Pathologically, a lack of myelin in the central nervous system is observed, and affected puppies may exhibit some form of hallucination.']","[['6c042cd6-c2e8-41ca-825d-0aae42fd126a', '73a0c620-9025-4be6-8e04-42e8387feb03']]"
159,80126d84-577a-431e-a66b-720141769a4d,What signs of ethanol toxicity in dogs might link to neurological symptoms?,['nan'],[['ee63f2fc-4ac2-4c78-9738-5fbdd6dfb70b']]
160,981f5c5e-447d-48f0-8466-9bb41948112d,What genetic factors influence acromegaly in dogs and cats?,['nan'],[['46b9d4f9-38af-4e09-b1db-a7dff888cdb4']]
161,0c8cc809-19e6-490d-bbd7-d61364e6db5d,"Which parts of the Irish Water Spaniel show hair loss from hypotrichosis and alopecia, and how do these vary in females during their cycle?","['Hair loss in Irish Water Spaniels from hypotrichosis and alopecia occurs in the neck, body, hindquarters, and thighs. In females, initial hair loss varies according to their estrous cycle.']",[['29a938bb-231f-4fc4-b420-ec71e573f8a8']]
